symbol,date,open,high,low,close,volume
AAPL,2022-02-24,149.49553451506446,159.5579264390306,148.9272576589058,159.4501495361328,141147500
AAPL,2022-02-25,160.52789462372328,161.78201763247694,157.61793335879435,161.51748657226562,91974200
AAPL,2022-02-28,159.76365924798694,162.07595128148682,159.14639022474867,161.78201293945312,95056600
AAPL,2022-03-01,161.3704791343853,163.232078365881,158.69567205028895,159.9008026123047,83474400
AAPL,2022-03-02,161.0667710705488,163.97673219026618,159.65587901852524,163.19290161132812,79724800
AAPL,2022-03-03,165.06433685396212,165.49544453294706,162.20336719835964,162.86961364746094,76678400
AAPL,2022-03-04,161.16476749621853,162.20333673673338,158.82308299816066,159.87144470214844,83737200
AAPL,2022-03-07,160.05761991470098,161.68406601052743,155.8249430798264,156.07969665527344,96418800
AAPL,2022-03-08,155.60938587479396,159.58730866544224,152.65043241487155,154.2572784423828,131148300
AAPL,2022-03-09,158.2156144765831,160.10660654613918,156.1874681101056,159.65589904785156,91454900
AAPL,2022-03-10,156.96149116992498,157.1476526374479,152.82679892923494,155.31546020507812,105342000
AAPL,2022-03-11,155.71714267170483,156.06007322521145,151.37670453340775,151.60205078125,96970100
AAPL,2022-03-14,148.38838787929845,151.00441119995835,147.06568752183824,147.57516479492188,108732100
AAPL,2022-03-15,147.84947354452075,152.42508026860065,147.33999637401098,151.95477294921875,92964300
AAPL,2022-03-16,153.8751690879972,156.76553056777536,151.3375306500096,156.3638153076172,102300200
AAPL,2022-03-17,155.40362432397723,157.7453087439647,154.44343967423552,157.37298583984375,75615400
AAPL,2022-03-18,157.26518605483486,161.15493125437885,156.53034776701656,160.6650390625,123511700
AAPL,2022-03-21,160.2045664067095,162.9871658912754,159.71467413165345,162.03677368164062,95811400
AAPL,2022-03-22,162.1641422669517,165.99510360566663,161.57628048257416,165.40724182128906,81532000
AAPL,2022-03-23,164.5940116285297,169.15000379737148,164.2608735199057,166.76913452148438,98062700
AAPL,2022-03-24,167.60192566241446,170.61966356312797,166.76911784992285,170.55108642578125,90131400
AAPL,2022-03-25,170.36494232979024,171.73663471959298,169.25778100424003,171.18795776367188,80546200
AAPL,2022-03-28,168.6895171187773,172.17754799227433,168.5229555265403,172.05018615722656,90371900
AAPL,2022-03-29,173.11809426503288,175.39118611815218,172.77516377216674,175.3422088623047,100589400
AAPL,2022-03-30,174.94050013456726,175.97906916213574,173.12789309189358,174.17626953125,92633200
AAPL,2022-03-31,174.24483829893703,174.43099971009863,170.87437787668233,171.08013916015625,103049300
AAPL,2022-04-01,170.5119011506989,171.34472398421482,168.46415506398156,170.78623962402344,78751300
AAPL,2022-04-04,171.04100211349504,174.88175589117134,170.91362533338986,174.832763671875,76468400
AAPL,2022-04-05,173.91171801973584,174.6955484712977,170.89398049893217,171.5210418701172,73401800
AAPL,2022-04-06,168.8757148204246,170.12004574742247,166.6907988236673,168.35643005371094,89058800
AAPL,2022-04-07,167.6998802927354,169.85540271018598,166.41636528303937,168.66006469726562,77594700
AAPL,2022-04-08,168.30737316185164,168.30737316185164,165.77952746373003,166.6515350341797,76575500
AAPL,2022-04-11,165.29946088886413,165.61298417615765,162.1543458504195,162.3992919921875,72246700
AAPL,2022-04-12,164.62344455786572,166.4360374486833,163.2713367639219,164.27072143554688,79265200
AAPL,2022-04-13,164.00613046155772,167.58233798502656,163.39866884231074,166.9552764892578,70618900
AAPL,2022-04-14,167.17083120352376,167.80770011623432,161.70363174912274,161.94857788085938,75329400
AAPL,2022-04-18,160.60627109784113,163.23210129361956,160.2633554980497,161.7330322265625,69023900
AAPL,2022-04-19,161.6840380358106,164.4274375522312,160.59647667199232,164.0159149169922,67723800
AAPL,2022-04-20,165.34841899344127,165.46600329408383,162.74220370933205,163.84934997558594,67929800
AAPL,2022-04-21,165.4953937411617,168.062424195949,162.55604041418727,163.05572509765625,87227800
AAPL,2022-04-22,163.09492410815207,164.47640880332085,158.23518671810965,158.51931762695312,84882400
AAPL,2022-04-25,157.8628653370747,159.87142644375086,155.25665006996203,159.58729553222656,96046400
AAPL,2022-04-26,158.9700412464134,159.0582182667308,153.55183394880203,153.63021850585938,95623200
AAPL,2022-04-27,152.75821530720194,156.55976925790796,152.23893068313222,153.40487670898438,88063200
AAPL,2022-04-28,156.0306565149034,161.19412418503478,155.71711834920524,160.3319091796875,130216800
AAPL,2022-04-29,158.56834326506834,162.84020491275837,154.071135335253,154.46304321289062,131747600
AAPL,2022-05-02,153.54203875876948,155.03130046543404,150.17157761678854,154.7667694091797,123055300
AAPL,2022-05-03,154.9528969165434,157.46115753940876,153.15990462040372,156.25601196289062,88966500
AAPL,2022-05-04,156.44219580516028,163.1145261346623,156.04048055543203,162.66383361816406,108256500
AAPL,2022-05-05,160.5376906280676,160.76303686900772,151.8175999162394,153.60081481933594,130525300
AAPL,2022-05-06,153.0807608024048,156.44636712680793,151.2851189689877,154.32691955566406,116124600
AAPL,2022-05-09,152.02103374851995,152.90414437032265,148.6456356183626,149.20492553710938,131577900
AAPL,2022-05-10,152.599963074193,153.7970575708187,150.05858149525076,151.60891723632812,115366700
AAPL,2022-05-11,150.61789721596364,152.53128118939546,143.07228159830737,143.74932861328125,142689800
AAPL,2022-05-12,140.08934914213407,143.45494014257622,136.1938888181264,139.88328552246094,182602000
AAPL,2022-05-13,141.87516608975716,145.31927170624107,140.42295884876623,144.3478546142578,113990900
AAPL,2022-05-16,142.81717961196202,144.75019240669823,141.47289233038416,142.80735778808594,86643800
AAPL,2022-05-17,146.06502676243824,146.95794432736452,143.92595034164182,146.43789672851562,78336300
AAPL,2022-05-18,144.09277542323014,144.59319436014727,137.27325546059197,138.17599487304688,109742900
AAPL,2022-05-19,137.2536291483144,139.00020681352638,134.03521536260072,134.77113342285156,136095600
AAPL,2022-05-20,136.47844306099526,138.05821430560903,130.12011571020568,135.00660705566406,137426100
AAPL,2022-05-23,135.20286921997902,140.5701665253798,135.06549843768857,140.42298889160156,117726300
AAPL,2022-05-24,138.1661572066265,139.3043807072169,134.75150167714628,137.724609375,104132700
AAPL,2022-05-25,135.83083742178036,139.12775081330722,135.7425308510417,137.88160705566406,92482700
AAPL,2022-05-26,134.8103917996885,141.62989697300142,134.56508575048807,141.08041381835938,90601500
AAPL,2022-05-27,142.6601657784012,146.869610416665,142.5326018592053,146.8303680419922,90978500
AAPL,2022-05-31,146.27110250820675,147.831245433681,144.0829617048982,146.04541015625,103718400
AAPL,2022-06-01,147.08546005363647,148.89092345071006,144.9071417470177,145.91781616210938,74286600
AAPL,2022-06-02,145.05436821890447,148.42978169809749,144.10257959347064,148.37091064453125,72348100
AAPL,2022-06-03,144.14180991397814,145.19172685572278,141.7476357595722,142.65036010742188,88570300
AAPL,2022-06-06,144.2693611343495,145.78045445382116,142.17934925780943,143.3960723876953,71598400
AAPL,2022-06-07,141.63967925937843,146.20236451194296,141.3943732786537,145.91781616210938,67808200
AAPL,2022-06-08,145.79030004122362,147.05607272879104,144.6913336785422,145.18194580078125,53950200
AAPL,2022-06-09,144.318460453583,145.17212073609275,139.8538872463902,139.96182250976562,69473000
AAPL,2022-06-10,137.64613290864105,138.1171163437947,134.4865897104107,134.55528259277344,91437900
AAPL,2022-06-13,130.37521064148712,132.6614640522055,128.97206769596104,129.40380859375,122207100
AAPL,2022-06-14,130.63035125622758,131.37607607962988,129.0113227305463,130.2672882080078,84784300
AAPL,2022-06-15,131.76858160626196,134.7613181921413,129.67858439406757,132.88717651367188,91533000
AAPL,2022-06-16,129.60008846415832,129.90426555728718,126.61715864214314,127.61801147460938,108123900
AAPL,2022-06-17,127.62779921111623,130.5812777450833,127.3726714161481,129.08981323242188,134520300
AAPL,2022-06-21,130.91492771438774,134.48658311474856,130.8168142802015,133.3189239501953,81000500
AAPL,2022-06-22,132.2592024365102,135.17343948860204,131.395735327504,132.80870056152344,73409200
AAPL,2022-06-23,134.25108671150673,135.9878425646897,133.0834276529192,135.67385864257812,72433800
AAPL,2022-06-24,137.273219436367,139.24548908371264,137.14567050883647,139.00018310546875,89116800
AAPL,2022-06-27,140.0206493871563,140.7958246628887,138.3231362099494,139.00018310546875,70207900
AAPL,2022-06-28,139.46136345282662,140.72713574825013,134.74167869464102,134.8594207763672,67083400
AAPL,2022-06-29,134.87907356263912,138.02879459026983,134.1038981265762,136.61582946777344,66242400
AAPL,2022-06-30,134.67301697127326,135.77198324759192,131.25836106107414,134.15296936035156,98964500
AAPL,2022-07-01,133.48570492012948,136.42937688810812,133.11284998534265,136.32144165039062,71051600
AAPL,2022-07-05,135.18325151505502,138.951148551157,134.35901187342057,138.90208435058594,73353800
AAPL,2022-07-06,138.69602774966668,141.41400763305737,138.43109305954474,140.23654174804688,74064300
AAPL,2022-07-07,140.59958423477383,143.79838414491758,140.58977738452884,143.60214233398438,66253700
AAPL,2022-07-08,142.5325821547398,144.77959333061295,142.27746932390713,144.27915954589844,64547800
AAPL,2022-07-11,142.9349304914586,143.88671918371236,141.08041731246487,142.1499481201172,63141600
AAPL,2022-07-12,143.02319425019243,145.66268901013973,142.32653364630602,143.12132263183594,77588800
AAPL,2022-07-13,140.3052405126538,143.7002675399076,139.45156535802397,142.75830078125,71185600
AAPL,2022-07-14,141.37475454509644,146.15331059436355,140.56033683517074,145.6823272705078,78140700
AAPL,2022-07-15,146.9677717373696,148.02749575844047,145.41743557537487,147.35044860839844,76259900
AAPL,2022-07-18,147.9096989962109,148.7241166459646,143.94554597746492,144.30860900878906,81420900
AAPL,2022-07-19,145.14268358851726,148.3905333334654,144.1516525247905,148.16485595703125,82982400
AAPL,2022-07-20,148.2825708215841,150.8337592919261,147.54665279809592,150.16651916503906,64823400
AAPL,2022-07-21,151.5991200487024,152.64903699884627,149.08718880462706,152.43316650390625,65086600
AAPL,2022-07-22,152.47240210045547,153.3456908921451,150.52958270466215,151.19680786132812,66675400
AAPL,2022-07-25,151.11834238686484,152.1290021734992,149.4208286149878,150.0782470703125,53623900
AAPL,2022-07-26,149.40118236976926,150.21560020375307,147.96860350790257,148.7535858154297,55138700
AAPL,2022-07-27,149.71519986654883,154.37601511646298,149.3030874727054,153.8461456298828,78620700
AAPL,2022-07-28,154.0325515340952,154.68016301876492,151.51081343985047,154.39561462402344,81378700
AAPL,2022-07-29,158.21256599444197,160.5576907977121,156.5052308137223,159.45870971679688,101786900
AAPL,2022-08-01,157.98691167692704,160.51847204780725,157.86916955763294,158.47752380371094,67829400
AAPL,2022-08-02,157.0939978250213,159.36062329417274,156.6328212608233,157.00567626953125,59907000
AAPL,2022-08-03,157.82008857109244,163.46212742924678,157.73178199101062,163.01077270507812,82507500
AAPL,2022-08-04,162.89303446062004,164.05088687619767,161.34269832888046,162.69679260253906,55474100
AAPL,2022-08-05,160.3680286094797,162.96205765324038,160.16167874542583,162.47076416015625,56697000
AAPL,2022-08-08,163.47301089783898,164.88793871959618,161.3407986917232,161.99913024902344,60276900
AAPL,2022-08-09,161.16392597706255,162.93258559805665,160.40732977942574,162.04824829101562,63135500
AAPL,2022-08-10,164.76021170255777,166.3913100252121,163.99379489901474,166.29306030273438,70170500
AAPL,2022-08-11,167.09876052441393,168.01257432763373,165.26132743753485,165.5561065673828,57149200
AAPL,2022-08-12,166.86294364369544,169.1720142653812,166.45024387983412,169.10324096679688,68039400
AAPL,2022-08-15,168.53332166791955,170.370754508125,168.36628368181792,170.1742401123047,54091700
AAPL,2022-08-16,169.77139729331643,170.6852110892498,168.67090454328755,170.0170440673828,56377100
AAPL,2022-08-17,169.76155547008622,173.08268924248625,169.56504107416526,171.51055908203125,79542000
AAPL,2022-08-18,170.72449438338106,171.85446345688476,170.10545976423154,171.11752319335938,62290100
AAPL,2022-08-19,170.01704154998163,170.71468497495962,168.32699056998192,168.53334045410156,70346300
AAPL,2022-08-22,166.73521001384654,166.9022480242965,164.22960987091767,164.65213012695312,69026800
AAPL,2022-08-23,164.17064162540487,165.7722632709113,163.74812140904885,164.31802368164062,54147100
AAPL,2022-08-24,164.4064885816526,165.1827258305819,163.355113138006,164.61282348632812,53841500
AAPL,2022-08-25,165.84102594330326,167.1773448089003,165.4185207470986,167.0692596435547,51218200
AAPL,2022-08-26,167.59986540800332,168.07150295198872,160.71192120457525,160.7708740234375,78961000
AAPL,2022-08-29,158.34389469961232,160.06342201093398,157.03706713692557,158.5699005126953,73314000
AAPL,2022-08-30,159.30686092942906,159.72936621122975,154.9736479587286,156.14292907714844,77906200
AAPL,2022-08-31,157.51850501455607,157.78380767810359,154.4037063115704,154.48231506347656,87991100
AAPL,2022-09-01,153.91245042285962,155.66145434866903,151.97675253984187,155.20947265625,74229900
AAPL,2022-09-02,156.9682732301626,157.56765189981036,152.2715085702032,153.0968780517578,76957800
AAPL,2022-09-06,153.74537814772464,154.3545772465812,151.01378768157298,151.8391571044922,73714800
AAPL,2022-09-07,152.1241293530868,153.9419063408882,150.93519246411637,153.24427795410156,87449600
AAPL,2022-09-08,151.94725947173376,153.6373103822705,150.02138227376568,151.77040100097656,84923800
AAPL,2022-09-09,152.76283576903634,155.07192172535514,152.0553717736149,154.62974548339844,68028800
AAPL,2022-09-12,156.81105233922636,161.39973173078485,156.5261087123494,160.5841827392578,104956000
AAPL,2022-09-13,157.11563747555653,157.74449248447965,150.6993462930314,151.16116333007812,122656600
AAPL,2022-09-14,152.0946413613245,154.3644300184662,150.9351958505273,152.6055908203125,87965400
AAPL,2022-09-15,151.9570478807036,152.53678550750777,148.7439997285484,149.7167510986328,90481100
AAPL,2022-09-16,148.57699569456918,148.71455728301882,145.78643705402317,148.07586669921875,162278800
AAPL,2022-09-19,146.71003645827363,151.8686172901009,146.5037016211282,151.79000854492188,81474200
AAPL,2022-09-20,150.72886783406594,155.32738364566532,150.41444773199837,154.1679229736328,107689800
AAPL,2022-09-21,154.60026528272206,155.97589634819317,150.9253987780384,151.04330444335938,101696800
AAPL,2022-09-22,149.7266360650785,151.78023962875704,148.28223174210513,150.0803680419922,86652500
AAPL,2022-09-23,148.55735322020942,148.83247642204518,145.97314422465584,147.81057739257812,96029900
AAPL,2022-09-26,147.05398109807987,151.09241446222893,147.03432515906897,148.1446533203125,93339400
AAPL,2022-09-27,150.08034720002962,152.02586530633175,147.33892101138343,149.11740112304688,84442700
AAPL,2022-09-28,145.06916155790836,148.01692291304855,142.31791462782627,147.23085021972656,146691400
AAPL,2022-09-29,143.55595244325275,144.16515152497595,138.2303182381293,139.9989776611328,128138200
AAPL,2022-09-30,138.8198877735382,140.60820327947016,135.59700366840286,135.79351806640625,124925300
AAPL,2022-10-03,135.8033685254817,140.57874239032802,135.29241903979042,139.9695281982422,114311700
AAPL,2022-10-04,142.50460908002574,143.67389015390162,141.74801279814906,143.5559844970703,87830100
AAPL,2022-10-05,141.56132388640066,144.81368463210958,140.51976901629106,143.85073852539062,79471000
AAPL,2022-10-06,143.27101666436323,144.97088807825529,142.69129389793306,142.8976287841797,68402200
AAPL,2022-10-07,140.05797036356424,140.60823177983056,137.0217795686969,137.650634765625,85925600
AAPL,2022-10-10,137.97488403320312,139.41928832461434,136.15710682488464,137.97488403320312,74899000
AAPL,2022-10-11,137.46394548029593,138.8887089375452,135.8132061545904,136.55996704101562,77033700
AAPL,2022-10-12,136.70734348798558,137.91592138284778,135.75423283314072,135.93109130859375,70433700
AAPL,2022-10-13,132.63945479417762,141.0896959265644,132.03024051986287,140.50015258789062,113224000
AAPL,2022-10-14,141.79711592519322,142.00346577520415,135.78368877686898,135.9703826904297,88598000
AAPL,2022-10-17,138.61357366022068,140.41169491464842,137.82750095740744,139.93023681640625,85250900
AAPL,2022-10-18,142.95656316967438,144.14548483681097,138.1615346456643,141.24685668945312,99136600
AAPL,2022-10-19,139.22276826600364,142.42599680685538,139.03607431855443,141.35498046875,61758300
AAPL,2022-10-20,140.52962076392365,143.3496411342512,140.16605331698352,140.89317321777344,64522000
AAPL,2022-10-21,140.3821901686459,145.27548388473534,140.16601984417193,144.70558166503906,86548600
AAPL,2022-10-24,144.6269694579804,147.61402706279983,143.45768863799606,146.8476104736328,75981900
AAPL,2022-10-25,147.47648086131204,149.83469868322362,146.75919654145045,149.6873016357422,74732300
AAPL,2022-10-26,148.33135548203074,149.3434189974195,145.46218795090752,146.7493896484375,88194300
AAPL,2022-10-27,145.49167413504986,146.45460526216635,141.6202786941001,142.2786102294922,109180200
AAPL,2022-10-28,145.6193922207591,154.75745443354808,145.24601935139384,153.02810668945312,164762400
AAPL,2022-10-31,150.4930176480896,151.55421333060897,149.27460445858512,150.6698760986328,97943200
AAPL,2022-11-01,152.37961754304112,152.7431699919974,146.5332269791364,148.02674865722656,80379300
AAPL,2022-11-02,146.35633217647393,149.5202635488904,142.47511648464766,142.5045928955078,93604600
AAPL,2022-11-03,139.58628898595558,140.313408670562,136.33392883040858,136.461669921875,97918500
AAPL,2022-11-04,139.84735869609568,140.4182062307737,132.2590557307122,136.1959228515625,140814800
AAPL,2022-11-07,134.94600177423487,136.95379796987663,133.52872680415337,136.72743225097656,83374600
AAPL,2022-11-08,138.19391993058036,139.19781051108808,135.32000793975288,137.29827880859375,89908500
AAPL,2022-11-09,136.31404528196006,136.363259132224,132.46575346788492,132.7413330078125,74917800
AAPL,2022-11-10,139.0108096143879,144.55194091796875,137.298266687944,144.55194091796875,118854000
AAPL,2022-11-11,143.51857315763027,147.64243100836367,142.0914460655875,147.3373260498047,93979700
AAPL,2022-11-14,146.61880940644215,147.90813128864986,145.10310679865555,145.939697265625,73374100
AAPL,2022-11-15,149.8175372526668,151.1659099557232,146.21529884381314,147.67193603515625,89868300
AAPL,2022-11-16,146.7763108997982,147.5046219917799,144.96533989912186,146.44166564941406,64218300
AAPL,2022-11-17,144.1189020339811,149.08920136807347,143.84332244877638,148.34120178222656,80389400
AAPL,2022-11-18,149.90608139833125,150.28992540848853,147.60301733738748,148.9021759033203,74829600
AAPL,2022-11-21,147.79004119922186,147.99671837716943,145.3885491071394,145.67396545410156,58724100
AAPL,2022-11-22,145.79208977743497,148.0459404204949,144.6110171948753,147.80972290039062,51804100
AAPL,2022-11-23,147.09122719796105,149.43366845656658,146.98296272757275,148.6856689453125,58301400
AAPL,2022-11-25,145.96920976620405,146.53022062215993,144.79798922240155,145.77236938476562,35195900
AAPL,2022-11-28,142.8492645206864,144.32559012136235,141.11704788902577,141.94378662109375,69246000
AAPL,2022-11-29,142.01267756953146,142.52447466230237,138.13487484288268,138.94192504882812,83763800
AAPL,2022-11-30,139.16825626793215,146.37273080225066,138.33168095809938,145.69361877441406,111380900
AAPL,2022-12-01,145.87081033178356,146.7762881829984,144.29605710134743,145.96922302246094,71250400
AAPL,2022-12-02,143.65631938407483,145.66411544857186,143.35119950014382,145.47711181640625,65447400
AAPL,2022-12-05,145.43774157529282,148.53801893223152,143.4693076933105,144.31573486328125,68826400
AAPL,2022-12-06,144.74882702977874,144.9751927748334,139.68009957146649,140.65447998046875,64727200
AAPL,2022-12-07,139.9458322919547,141.10720126498546,137.79039443330282,138.71556091308594,69721100
AAPL,2022-12-08,140.1131279990439,141.25482328488022,138.8730200272998,140.39854431152344,62128300
AAPL,2022-12-09,140.09345741010685,143.2724894333561,138.6761823933455,139.9163055419922,76097000
AAPL,2022-12-12,140.44777667846864,142.21937045590607,138.8336612407948,142.20953369140625,70462700
AAPL,2022-12-13,147.14043487810696,147.6030180487257,141.9634590975565,143.17404174804688,93886200
AAPL,2022-12-14,143.05596154285573,144.34528354143862,138.93208948952125,140.94973754882812,82291200
AAPL,2022-12-15,138.88285224146853,139.5619643292127,133.88302841156911,134.34561157226562,98931900
AAPL,2022-12-16,134.5326248058533,135.47746472052233,131.61933586337778,132.38702392578125,160156900
AAPL,2022-12-19,132.97755207276447,133.0661279935264,129.24737645818792,130.28079223632812,79592600
AAPL,2022-12-20,129.31627297471567,131.14691722297425,127.83994745250583,130.2119140625,77432800
AAPL,2022-12-21,130.881192518899,134.6507460089221,130.65482677922608,133.3122100830078,85928000
AAPL,2022-12-22,132.2295555538223,132.4362327068824,128.24347383297044,130.14300537109375,77852100
AAPL,2022-12-23,128.85370313619094,130.3300288114699,127.5939064280565,129.77886962890625,63814900
AAPL,2022-12-27,129.30644411453827,129.33596942535033,126.68842309082302,127.97774505615234,69007800
AAPL,2022-12-28,127.62340977201893,128.96194542125178,123.88338987714543,124.05070495605469,85438400
AAPL,2022-12-29,125.969942452078,128.4206408882066,125.71405141675788,127.56437683105469,75703700
AAPL,2022-12-30,126.38330400552722,127.89899152283257,125.41876807644428,127.87930297851562,77034200
AAPL,2023-01-03,128.2238013285794,128.83401111884518,122.21023430585915,123.09603118896484,112117500
AAPL,2023-01-04,124.88729543343348,126.62936374107429,123.10586505340991,124.36566162109375,89113600
AAPL,2023-01-05,125.12351256937882,125.75341088924934,122.79092293482029,123.04681396484375,80962700
AAPL,2023-01-06,124.02120925912487,128.23365008945973,122.91888331158243,127.57422637939453,87754700
AAPL,2023-01-09,128.41078181603234,131.30438194257326,127.83993420444634,128.0958251953125,70790800
AAPL,2023-01-10,128.20410381019116,129.18832083166095,126.09787998496417,128.66668701171875,63896200
AAPL,2023-01-11,129.17849644752224,131.402821722743,128.40097153395064,131.38314819335938,69458900
AAPL,2023-01-12,131.7670114136582,132.14100375978632,129.3655188993163,131.30442810058594,71379600
AAPL,2023-01-13,129.94616380817476,132.7905502170586,129.58200833933589,132.63307189941406,57809700
AAPL,2023-01-17,132.7019826183309,135.12314807764807,132.01303370787318,133.79446411132812,63646600
AAPL,2023-01-18,134.66056331872014,136.42230495988363,132.8988066595986,133.0759735107422,69672800
AAPL,2023-01-19,131.96380450388668,134.09955338686564,131.65869966602656,133.13502502441406,58280400
AAPL,2023-01-20,133.14488168206822,135.84164181281548,132.10161400912494,135.69400024414062,80223600
AAPL,2023-01-23,135.94005904305521,141.0579999020067,135.72353008280908,138.88287353515625,81760300
AAPL,2023-01-24,138.0954934654877,140.90051809732327,138.0856567013407,140.28045654296875,66435100
AAPL,2023-01-25,138.6663258108729,140.18201330953534,136.61915274790366,139.6210174560547,65799300
AAPL,2023-01-26,140.91031130402732,141.97326720379098,139.66035181755208,141.68785095214844,54105100
AAPL,2023-01-27,140.90048495518886,144.90623964304373,140.82174580665185,143.6267547607422,70555800
AAPL,2023-01-30,142.67209860282117,143.2527830109075,140.59540019505755,140.74302673339844,64015300
AAPL,2023-01-31,140.4477482733763,142.0618633846007,140.03437897857034,142.0126495361328,65874500
AAPL,2023-02-01,141.69772563249788,144.29605796571016,139.08955653554688,143.13467407226562,77663600
AAPL,2023-02-02,146.54992610628193,148.79393998354684,145.83145179927072,148.43963623046875,118339000
AAPL,2023-02-03,145.6936676139042,154.89610423261004,145.49682718195612,152.06155395507812,154357300
AAPL,2023-02-06,150.1620199448286,150.6836538403975,148.4002628109197,149.33526611328125,69858300
AAPL,2023-02-07,148.2624474794368,152.77999988075524,148.2624474794368,152.2091522216797,83322600
AAPL,2023-02-08,151.45133472995892,152.14028370808583,148.7840997356859,149.5222625732422,64120100
AAPL,2023-02-09,151.3528593012469,151.89418154841005,148.04589023070798,148.48878479003906,56007100
AAPL,2023-02-10,147.32569243849323,149.1788354914484,147.08911426452642,148.85354614257812,57450700
AAPL,2023-02-13,148.79438841262413,152.0571182724141,148.7648180243575,151.65298461914062,62199000
AAPL,2023-02-14,149.9476888936107,151.5741355635304,148.7056873791277,151.01226806640625,61707600
AAPL,2023-02-15,150.92354792770303,153.27941747242824,150.69683660205456,153.11184692382812,65573800
AAPL,2023-02-16,151.3178281549916,154.09756497312395,151.16012443154224,151.51498413085938,68167900
AAPL,2023-02-17,150.17441057100683,150.81512239489066,148.69583093968438,150.37155151367188,59144100
AAPL,2023-02-21,148.05513496887053,149.13943294111823,146.29070285864162,146.3596954345703,58867200
AAPL,2023-02-22,146.74408634882758,147.80866542554767,145.0585140913541,146.7835235595703,51011300
AAPL,2023-02-23,147.94667430552937,148.1931042440918,145.1373820304515,147.2665252685547,48394200
AAPL,2023-02-24,145.0092263234326,145.0880857046954,143.6390765358812,144.6149444580078,55469600
AAPL,2023-02-27,145.60067024018994,147.039812645864,145.34437348016522,145.8076629638672,44998500
AAPL,2023-02-28,144.95008720013072,146.95109701970668,144.7332276594082,145.30494689941406,50547000
AAPL,2023-03-01,144.7332532784917,145.12753521820275,142.93923585875515,143.23495483398438,55479000
